Date,AGG,EEM,EFA,GLD,SPY,TLT,VNQ
2017-04-26,83.37494659423828,32.535552978515625,48.01722717285156,120.83999633789062,206.1942138671875,93.543701171875,58.43048095703125
2017-04-27,83.4515151977539,32.494930267333984,48.06237030029297,120.38999938964844,206.3671875,93.51307678222656,58.277225494384766
2017-04-28,83.59688568115234,32.54368591308594,48.00971221923828,120.7699966430664,205.91737365722656,93.71990966796875,57.67118835449219
2017-05-01,83.3813705444336,32.73052215576172,48.20534896850586,119.66999816894531,206.43634033203125,92.94075012207031,58.01252365112305
2017-05-02,83.49639129638672,32.96611404418945,48.45368194580078,119.6500015258789,206.5142059326172,93.41667938232422,57.914981842041016
2017-05-03,83.41204833984375,32.74677658081055,48.35586166381836,117.9800033569336,206.26336669921875,93.47810363769531,57.14176559448242
2017-05-04,83.3430404663086,32.38120651245117,48.81488037109375,116.79000091552734,206.50555419921875,93.0175552368164,56.863136291503906
2017-05-05,83.35838317871094,32.64928436279297,49.3566780090332,117.01000213623047,207.31857299804688,93.10189819335938,57.399513244628906
2017-05-08,83.19734191894531,32.64117431640625,48.98796081542969,116.75,207.2839813232422,92.59534454345703,56.995506286621094
2017-05-09,83.20498657226562,33.05546951293945,48.8675651550293,116.05000305175781,207.0936737060547,92.58766174316406,56.688995361328125
2017-05-10,83.22801208496094,33.27482223510742,48.94280242919922,116.04000091552734,207.46559143066406,92.48019409179688,57.134803771972656
2017-05-11,83.2203140258789,33.34793472290039,48.82240676879883,116.5,207.0418243408203,92.48019409179688,56.84919357299805
2017-05-12,83.52709197998047,33.48603057861328,49.09329605102539,116.83000183105469,206.69580078125,93.17869567871094,56.619319915771484
2017-05-15,83.49639129638672,33.82723617553711,49.341636657714844,117.13999938964844,207.83753967285156,92.9254150390625,56.7864875793457
2017-05-16,83.60376739501953,33.85973358154297,49.657684326171875,117.6500015258789,207.647216796875,93.27084350585938,56.40339660644531
2017-05-17,84.03323364257812,33.282928466796875,49.09329605102539,119.79000091552734,203.96270751953125,94.62946319580078,56.63325500488281
2017-05-18,83.98719024658203,32.73052215576172,49.17607879638672,118.80999755859375,204.78440856933594,94.73694610595703,56.94673538208008
2017-05-19,83.98719024658203,33.42916488647461,49.747989654541016,119.4000015258789,206.11634826660156,94.95952606201172,57.25323486328125
